application_id,customer_id,customer_name,application_date,product_type,loan_amount,loan_term_months,interest_rate,annual_income,employment_status,application_status
APP00511,CUST1940,Daniel Brown,2023-12-20,personal loan,,,,122123, employed , pending 
APP00384,CUST2673,,"March 10, 2024",Personal Loan,46846,24,9.62,,Employed,
APP00184,CUST1451,John Smith,2025/10/19, Business Loan ,,12,7.76,140846,Unemployed,Rejected
APP00122,CUST1318,John Anderson,2023-08-09,Mortgage,33743,60,,31767, employed ,Approved
APP00491,CUST1082,Olivia Brown,03-May-2025,Mortgage,,24,11.82,,Unemployed,approved
APP00020,CUST1729,Olivia Anderson,2023/12/09,,,36,,83188,Student,Approved
APP00355,CUST1542,,10-07-2024,Education Loan,,48,,62106,Student,Approved
APP00349,CUST1722,Daniel Taylor,11-Mar-2025, Business Loan ,,60,8.41,,Unemployed,Under Review
APP00239,CUST1656,Olivia Anderson,"November 24, 2024",Education Loan,,,,53662,Student,Rejected
APP00487,CUST2141,John Taylor,22/06/2025,personal loan,,60,,, employed ,Rejected
APP00418,CUST2099,Emma Anderson,05-13-2024,Mortgage,31915,,14.03,,Unemployed,Pending
APP00504,CUST2776,Sophia Taylor,"July 20, 2024", Business Loan ,46404,,,,Student,approved
APP00266,CUST1800,,01-06-2025,personal loan,87170,24,,73473,Student,Approved
APP00833,CUST1171,Sophia Anderson,11-25-2023,Mortgage,94236,,10.95,34049,Student,Under Review
APP00271,CUST1410,,2025/08/08,personal loan,49287,60,14.94,138599,Student,Under Review
APP00651,CUST2605,Daniel Anderson,10-May-2025,Mortgage,,60,,140789,Employed,
APP00279,CUST2286,Olivia Taylor,"December 04, 2023",personal loan,51206,60,,,,Under Review
APP00682,CUST1073,,2025-03-28,Car Loan,,36,5.31,86500,Unemployed,Pending
APP00298,CUST2308,,07-05-2024,Car Loan,22939,48,5.47,140813,Student, pending 
APP00487,CUST2233,John Smith,"April 14, 2025",Personal Loan,39380,,10.97,26516,Student,approved
APP00822,CUST2993,,"February 12, 2025",personal loan,5812,,6.08,,,Approved
APP00208,CUST2151,Daniel Smith,02-25-2024,Education Loan,,12,,,Unemployed,Pending
APP00222,CUST1492,Michael Johnson,05-12-2024, Business Loan ,,48,,,Self-Employed,Rejected
APP00115,CUST2734,,2026/02/25,Car Loan,,36,,,employed,
APP00011,CUST1159,Michael Brown,2023/08/27,Education Loan,74460,12,,147598, employed ,Under Review
APP00704,CUST2397,Daniel Smith,2023/11/21,personal loan,,12,,,Student,Approved
APP00873,CUST1863,Sophia Taylor,14-Feb-2024,Personal Loan,,12,,,,approved
APP00675,CUST2345,Daniel Anderson,2024-11-13,Mortgage,,12,,126842,Self-Employed,Pending
APP00566,CUST2564,Daniel Smith,2024/01/14,,,12,11.5,74787,Unemployed,
APP00042,CUST1534,Daniel Brown,05-13-2024, Business Loan ,73945,48,14.02,,Self-Employed,
APP00477,CUST1047,,29-Aug-2024,personal loan,94133,60,4.35,48644, employed ,
APP00332,CUST2790,Michael Brown,2024-11-26, Business Loan ,,24,,,employed,
APP00869,CUST1061,Emma Brown,26/01/2024,personal loan,28325,36,,, employed , pending 
APP00319,CUST2621,Emma Brown,2023/08/06,Personal Loan,16170,60,,,Unemployed, pending 
APP00265,CUST1993,,"March 15, 2026",Mortgage,,,,,Employed,approved
APP00706,CUST1183,,2025/07/26,Education Loan,,60,,,Employed,Pending
APP00166,CUST2656,Michael Johnson,01-28-2026,Personal Loan,55667,,,40767,employed, pending 
APP00247,CUST2790,Michael Johnson,13/01/2024,Education Loan,,,,,Employed,Rejected
APP00840,CUST2028,Michael Johnson,2024/11/01,Car Loan,,24,9.95,,Self-Employed,Under Review
APP00036,CUST1365,Sophia Johnson,10-06-2023,personal loan,,,,,Unemployed,approved
APP00566,CUST1579,Emma Anderson,28/10/2024, Business Loan ,,48,12.62,,Self-Employed,approved
APP00206,CUST1695,Daniel Anderson,2026/03/04,Mortgage,97779,60,11.64,68769,Unemployed,
APP00107,CUST2800,,13/09/2024,personal loan,,60,11.25,54486,,
APP00412,CUST1484,Sophia Smith,05/10/2023, Business Loan ,,24,12.17,, employed ,approved
APP00884,CUST2660,Emma Brown,06-Apr-2024, Business Loan ,,,,,Unemployed,
APP00049,CUST2043,John Johnson,2025/04/30,,,,6.31,,,Pending
APP00281,CUST2654,,15-Sep-2025,personal loan,22606,48,4.31,86568,,Under Review
APP00406,CUST1310,Olivia Anderson,2023/10/29,,36966,,5.31,45872,Self-Employed,Pending
APP00814,CUST2815,Emma Taylor,02/08/2024,,86835,48,7.12,131757,Student,approved
APP00447,CUST1302,Daniel Taylor,"March 06, 2026",,65126,48,7.7,122034,Employed,Under Review
APP00377,CUST2839,Olivia Smith,2025-08-22, Business Loan ,27387,24,,84375,Self-Employed,Approved
APP00765,CUST1739,Olivia Johnson,14-Aug-2024,personal loan,,,,,, pending 
APP00025,CUST2333,,02-26-2026,Education Loan,,48,,,,Approved
APP00741,CUST1100,,2023/08/08, Business Loan ,,60,6.76,,Student, pending 
APP00723,CUST2696,Michael Taylor,17/01/2025, Business Loan ,70551,60,14.94,,Student,Under Review
APP00173,CUST1095,,2025-07-26,Car Loan,62443,60,,90968,Student,
APP00190,CUST2494,,24/11/2025,Education Loan,17403,36,,,Unemployed,Rejected
APP00057,CUST2595,Michael Taylor,10-Sep-2023,Personal Loan,65763,60,,62599,Student,Pending
APP00163,CUST1889,Emma Anderson,2024/05/19, Business Loan ,29926,60,,,Self-Employed,approved
APP00182,CUST2415,Sophia Brown,2023/09/25,Mortgage,86777,48,,, employed ,Under Review
APP00635,CUST1525,Sophia Brown,"July 17, 2024",Car Loan,79141,60,5.67,39885,Student,Approved
APP00473,CUST2501,,2024-05-13,personal loan,,48,9.67,116252,Employed, pending 
APP00320,CUST2746,Daniel Anderson,09/09/2024,Personal Loan,42545,12,,,Self-Employed,Under Review
APP00104,CUST2049,Emma Brown,30-Jan-2026,personal loan,13149,24,10.06,,Unemployed,
APP00173,CUST1734,,17-Nov-2025, Business Loan ,12236,48,6.18,72866,Student,Pending
APP00362,CUST1766,John Smith,10-16-2023,Mortgage,,12,11.25,,Student,Pending
APP00769,CUST1334,,09-04-2023,personal loan,,24,,63781,Unemployed,Approved
APP00475,CUST1895,Michael Smith,10-Apr-2024,Education Loan,,24,,,employed,Under Review
APP00275,CUST1552,,"February 16, 2026",Car Loan,,60,,25619,,approved
APP00768,CUST1038,Sophia Smith,05-02-2024,,,,,116486,Student,Approved
APP00259,CUST2846,,10-28-2025,Car Loan,94066,12,7.14,145887,Student,Under Review
APP00595,CUST2524,John Brown,2025-10-07,,,24,10.12,77320,Employed, pending 
APP00276,CUST1748,,05-25-2024,Car Loan,,24,,,Unemployed,
APP00659,CUST2589,Sophia Smith,2024/04/29,,,,,,Self-Employed,Approved
APP00535,CUST2390,Sophia Johnson,2025-10-27,Mortgage,,24,,51548,Self-Employed,approved
APP00043,CUST1637,,"January 08, 2026", Business Loan ,21012,,13.77,, employed ,Rejected
APP00696,CUST2792,,04/04/2025,Car Loan,44214,36,,,Employed,
APP00014,CUST1561,Daniel Taylor,01-04-2025,Personal Loan,,48,8.41,125070,Employed,Approved
APP00622,CUST1844,Olivia Taylor,2026-01-17, Business Loan ,65671,48,,,Self-Employed,Under Review
APP00110,CUST2695,,2025/07/12,Personal Loan,,,,,Employed,Pending
APP00475,CUST2707,Daniel Johnson,2024-05-07,Personal Loan,54883,,8.17,87602,Unemployed,Approved
APP00464,CUST2234,,2023/10/28,Mortgage,,48,,,Student,approved
APP00584,CUST2742,,13-Jul-2023,Mortgage,48967,48,11.71,,Student,
APP00235,CUST1287,Emma Johnson,"November 23, 2024",Personal Loan,,,11.67,,Self-Employed,approved
APP00043,CUST1609,Emma Anderson,27/07/2025,personal loan,,,,,Unemployed, pending 
APP00889,CUST2844,Daniel Anderson,2025/09/23,Personal Loan,7236,60,,, employed ,Under Review
APP00696,CUST1655,,11/11/2023,Car Loan,48903,60,,47038,Unemployed, pending 
APP00493,CUST2409,Emma Brown,"January 27, 2025",Education Loan,54233,12,,107706,Employed,
APP00674,CUST2025,Emma Taylor,"January 14, 2025",Mortgage,58150,12,,,Self-Employed,Pending
APP00148,CUST1320,Emma Brown,16/08/2023,personal loan,,48,4.98,77059,Employed,Approved
APP00523,CUST1618,John Anderson,15/11/2024,personal loan,,24,,25368,Employed,Under Review
APP00764,CUST1339,,18/12/2023,Mortgage,7469,36,7.55,38614,Unemployed,Under Review
APP00227,CUST2320,Sophia Brown,09-Nov-2024,Mortgage,81085,12,,,,Rejected
APP00289,CUST1563,Daniel Johnson,"September 22, 2023", Business Loan ,,12,,, employed ,approved
APP00342,CUST1881,,01-Nov-2023,personal loan,86553,48,,119073,Self-Employed,Rejected
APP00258,CUST1905,Michael Taylor,30-Mar-2024, Business Loan ,,,10.15,,Employed,Rejected
APP00749,CUST2055,Michael Taylor,2026-03-18,personal loan,76212,60,,,,approved
APP00038,CUST2563,Sophia Johnson,09-18-2024,personal loan,,60,,91791,Self-Employed,approved
APP00637,CUST1585,,06-Dec-2023,,41438,36,8.16,,Self-Employed,Rejected
APP00209,CUST1204,Sophia Brown,"April 09, 2024",Education Loan,43905,12,,149042,, pending 
APP00751,CUST2847,Michael Brown,05/04/2025, Business Loan ,18638,,,,employed, pending 
APP00094,CUST2176,Emma Taylor,15-Jan-2024,personal loan,63386,,12.88,21535,Self-Employed,
APP00751,CUST2491,Daniel Johnson,12-16-2024,personal loan,57990,24,5.28,,Unemployed,Under Review
APP00011,CUST2205,Michael Johnson,2025/12/03,Education Loan,74825,60,,101853,Employed,
APP00140,CUST1764,John Johnson,07/07/2025,Education Loan,98311,60,12.06,,,Approved
APP00458,CUST2677,Emma Smith,17/12/2024, Business Loan ,67119,36,5.33,,Student,Rejected
APP00264,CUST2423,Emma Brown,12-22-2024,Mortgage,67701,48,13.97,,,approved
APP00489,CUST2500,Emma Smith,2025/03/21,personal loan,,36,13.12,55063,Self-Employed,approved
APP00297,CUST2545,Daniel Anderson,2026/02/26,personal loan,63751,60,10.47,140548,Unemployed,Under Review
APP00500,CUST2864,Michael Brown,10/02/2025,Mortgage,,24,6.03,35875,employed,Rejected
APP00303,CUST2269,Michael Brown,02-18-2025,Mortgage,69472,12,5.18,109410,Student,
APP00202,CUST1359,John Anderson,19/05/2024,Personal Loan,,12,12.24,136538,Student,Approved
APP00309,CUST2917,Sophia Taylor,03-Oct-2025,Education Loan,51059,12,,,,Rejected
APP00218,CUST2639,,2024/10/09,Mortgage,,,14.17,129469,,
APP00093,CUST1923,Olivia Anderson,11-Jul-2025,Personal Loan,,24,,,employed,Rejected
APP00844,CUST2833,,2025/03/27,Education Loan,,48,,,Student,Under Review
APP00284,CUST1276,Michael Taylor,04-12-2024,Education Loan,,,11.99,,employed,Approved
APP00551,CUST2833,,2025-12-17,Mortgage,,48,,29554,Student,Under Review
APP00266,CUST2985,Daniel Brown,22-Sep-2023,Mortgage,29062,,6.17,,employed, pending 
APP00900,CUST2554,,2024-05-18,Mortgage,68332,12,4.73,120153,Unemployed,approved
APP00707,CUST2671,Olivia Taylor,"June 18, 2025", Business Loan ,,48,,,Self-Employed, pending 
APP00021,CUST2386,,2025/07/21,Car Loan,,12,14.79,,employed,Approved
APP00820,CUST2954,Olivia Johnson,"January 30, 2026",Personal Loan,,,7.46,58430,,Approved
APP00890,CUST1293,Michael Taylor,2024-01-10,,,24,,135921, employed ,approved
APP00801,CUST2202,,10-22-2025,,,60,5.83,,Employed,
APP00535,CUST2997,,2023/09/14,,,60,8.82,74498, employed ,Rejected
APP00336,CUST2028,,28/10/2025,,,12,,70525, employed ,Pending
APP00316,CUST1432,Emma Brown,09-Apr-2024,Education Loan,,60,,,,approved
APP00216,CUST2181,Daniel Smith,28/09/2024,Car Loan,,48,,125643, employed ,Under Review
APP00119,CUST1441,John Brown,01-31-2025,personal loan,73741,,,,Student, pending 
APP00233,CUST1194,Olivia Taylor,26-Sep-2023,Car Loan,,,,, employed ,Rejected
APP00078,CUST1617,,11-01-2023,Education Loan,30458,48,,79168, employed ,Under Review
APP00071,CUST1932,Michael Johnson,06-15-2025,,82320,36,13.3,,,Pending
APP00161,CUST1627,Daniel Anderson,2024-07-26,Education Loan,,,11.63,,Employed,Rejected
APP00014,CUST2847,Emma Smith,"November 13, 2023",Education Loan,50262,24,12.19,,, pending 
APP00794,CUST1476,Daniel Anderson,"August 31, 2024",Mortgage,,12,7.31,96324,Self-Employed,Approved
APP00376,CUST2720,Olivia Anderson,"July 13, 2023",,75503,48,11.32,25456,Student,Pending
APP00062,CUST2996,Olivia Smith,2025/05/27,Personal Loan,49441,48,,107164,, pending 
APP00181,CUST2073,,09-22-2024,personal loan,91978,,,40517,Employed,approved
APP00284,CUST1346,Emma Brown,2026-02-17,personal loan,65468,36,,,Employed,approved
APP00650,CUST2421,,11-Nov-2025, Business Loan ,,24,10.38,43275,Unemployed,Rejected
APP00477,CUST1339,Emma Johnson,2025-09-23, Business Loan ,,12,,,Self-Employed,Approved
APP00708,CUST1119,Sophia Johnson,15/02/2024,Car Loan,71563,60,,119828, employed ,Pending
APP00565,CUST1037,,2024/11/22,Car Loan,,,,,employed,approved
APP00836,CUST1598,John Anderson,31-Oct-2023,Personal Loan,,,9.89,92592,employed,Pending
APP00514,CUST1889,Michael Brown,21-Mar-2024,personal loan,,,,80210,Self-Employed,Pending
APP00299,CUST1127,,27-Jun-2025,Personal Loan,,36,,88785,Unemployed,
APP00760,CUST2069,Sophia Smith,03-04-2025,personal loan,,,7.04,,,Approved
APP00641,CUST2780,Sophia Smith,01/12/2025,Education Loan,97134,36,9.13,,Employed,approved
APP00031,CUST2109,Sophia Smith,"January 10, 2026",Car Loan,93543,12,,,Student,
APP00308,CUST2238,Sophia Johnson,10/12/2024,,,36,14.94,, employed ,Rejected
APP00182,CUST2387,Emma Anderson,2024-01-04,Education Loan,33946,60,,136616, employed ,Pending
APP00843,CUST1102,Michael Brown,2024/12/13,Education Loan,84025,48,,,Student,
APP00767,CUST1315,Daniel Brown,21-Oct-2023,Education Loan,,48,,61232,,Rejected
APP00345,CUST1594,John Anderson,17/02/2026, Business Loan ,,24,7.04,74227,Employed,approved
APP00391,CUST2015,Sophia Smith,25/11/2024,personal loan,,,,,,Rejected
APP00053,CUST1373,Daniel Taylor,09-22-2023,personal loan,86407,24,,,, pending 
APP00818,CUST2543,Sophia Taylor,2024/07/24,,,48,14.07,110688,Student,Pending
APP00672,CUST1456,,2023-08-23,Personal Loan,76720,24,7.61,,Employed, pending 
APP00260,CUST2310,Emma Taylor,2025-11-06, Business Loan ,26528,24,12.85,,Self-Employed,Pending
APP00572,CUST2879,Daniel Brown,03-30-2024,personal loan,6248,24,14.37,25390,Self-Employed,Pending
APP00297,CUST1182,Emma Smith,07-15-2024,Mortgage,,,4.25,,Self-Employed,approved
APP00118,CUST2489,Olivia Taylor,"May 20, 2025",Personal Loan,,48,,,Student,
APP00539,CUST2365,Sophia Taylor,07-28-2023,Car Loan,,,,,Unemployed,Approved
APP00449,CUST1404,John Smith,2025-12-15, Business Loan ,,24,5.19,75309,Employed,Pending
APP00300,CUST2905,Sophia Taylor,02-Jun-2025,Mortgage,,36,9.35,,Employed, pending 
APP00363,CUST1710,Michael Taylor,04/05/2024,personal loan,,24,5.93,73074,Student,Approved
APP00334,CUST1156,,09-Aug-2024,,,12,,27763,Student,Approved
APP00746,CUST1352,John Anderson,11-Dec-2023,Education Loan,,60,5.94,,Self-Employed,Rejected
APP00658,CUST1917,,2025-02-03,Mortgage,25390,60,,74408,employed,Under Review
APP00574,CUST1818,John Brown,2025/05/17,Mortgage,,60,7.92,82924,Employed, pending 
APP00257,CUST2074,Sophia Anderson,23/04/2024, Business Loan ,52383,48,12.07,,Student,
APP00326,CUST1359,,30-Jan-2026,Education Loan,,,,69390,,Approved
APP00878,CUST2945,,2024-11-04,Mortgage,68751,36,12.83,, employed ,Under Review
APP00411,CUST2477,,"April 25, 2024", Business Loan ,10304,12,,,Unemployed,
APP00805,CUST1341,Daniel Anderson,2024/09/10,personal loan,,36,7.07,67449,Unemployed,Pending
APP00510,CUST2593,Emma Johnson,30/04/2024, Business Loan ,33696,12,,,Self-Employed,
APP00842,CUST2140,Emma Smith,01/02/2025,Education Loan,,60,,37777,Student,Rejected
APP00853,CUST2999,,"October 13, 2024",Car Loan,82319,,,,Unemployed, pending 
APP00026,CUST2416,John Anderson,2025/11/11,Car Loan,,,10.87,39085,Self-Employed,Approved
APP00301,CUST1948,Emma Johnson,20/07/2025,Mortgage,20939,24,12.51,, employed ,
APP00132,CUST2506,Sophia Johnson,2024-09-04,Mortgage,,36,12.38,,Employed,Under Review
APP00392,CUST2009,Daniel Johnson,2023/12/29,Personal Loan,75658,48,8.37,, employed ,Pending
APP00633,CUST2393,Daniel Johnson,01-26-2024,,,,,60616,,Pending
APP00851,CUST1835,John Taylor,"August 30, 2023",,,12,13.53,,Employed,Approved
APP00539,CUST1535,Michael Brown,09/06/2024,personal loan,,48,10.01,45212, employed ,
APP00599,CUST1686,Emma Johnson,08-Oct-2023,Car Loan,54675,24,10.49,,Self-Employed,Rejected
APP00288,CUST1802,Michael Johnson,2024/08/29,Car Loan,,36,9.47,149979,Self-Employed,Rejected
APP00217,CUST1749,,05-Jan-2025,Car Loan,,60,,,Employed,
APP00390,CUST1023,,19-Jan-2025,Mortgage,,12,8.37,115151,Unemployed,Rejected
APP00027,CUST1606,,2023/09/27,Mortgage,94959,48,11.57,79783,Self-Employed,
APP00023,CUST2523,,16-Aug-2023,personal loan,,24,6.85,135538, employed , pending 
APP00619,CUST1834,Daniel Smith,23-Nov-2024,personal loan,12261,60,14.25,, employed ,Pending
APP00733,CUST1085,,09-11-2024,Education Loan,83642,,,,Unemployed,Pending
APP00183,CUST2530,Michael Smith,05-Mar-2025,Personal Loan,,,4.97,,,Under Review
APP00491,CUST2853,Emma Johnson,2024/08/18,Car Loan,35676,,13.84,,employed,Rejected
APP00474,CUST2491,Olivia Johnson,11-Oct-2023,Personal Loan,,12,5.77,59683,employed,
APP00077,CUST1205,,2025/02/21,Education Loan,30600,,,,,Under Review
APP00556,CUST1245,,10-30-2025,Car Loan,68321,24,13.75,35709,Student, pending 
APP00053,CUST2566,Olivia Taylor,07-Aug-2024,,,48,6.72,41953,Student,
APP00398,CUST2426,John Smith,16-Feb-2026, Business Loan ,78638,60,,52874,Self-Employed,Under Review
APP00547,CUST2127,Michael Anderson,01-15-2026,Mortgage,40478,,5.01,39009, employed ,Under Review
APP00089,CUST1841,Michael Anderson,"May 10, 2025",,56991,60,7.75,,Employed,Approved
APP00200,CUST2123,Olivia Smith,"January 13, 2025",Car Loan,,60,13.62,, employed , pending 
APP00247,CUST1684,Michael Johnson,04/09/2023,Mortgage,62511,48,8.24,148134,employed,
APP00166,CUST2644,Michael Johnson,01-19-2026,Car Loan,,36,14.59,111415,employed, pending 
APP00296,CUST2640,,2025/05/02,Personal Loan,,60,5.49,70502,employed,Rejected
APP00105,CUST2109,Daniel Taylor,12/12/2024,Education Loan,59355,48,,,Student,
APP00717,CUST2275,,2025/07/30,Mortgage,,24,14.87,94889,Self-Employed,
APP00768,CUST2210,Daniel Taylor,2025-10-17,Mortgage,95463,24,6.21,22722,Employed,Rejected
APP00152,CUST1597,Emma Smith,28-Apr-2024,Personal Loan,,24,,49553,Student,Under Review
APP00810,CUST1771,,28/03/2026,personal loan,43779,,12.0,100904,Employed,
APP00423,CUST2528,John Taylor,28-Nov-2024, Business Loan ,,24,,, employed ,Approved
APP00656,CUST1474,Sophia Taylor,10-10-2024, Business Loan ,72548,,,,,
APP00201,CUST1418,Daniel Taylor,"October 16, 2025",Mortgage,,48,,89477,employed,Under Review
APP00336,CUST1008,Olivia Anderson,17/11/2023,,77315,48,,130613,Unemployed, pending 
APP00595,CUST1715,,"November 27, 2023", Business Loan ,,36,,,,Rejected
APP00790,CUST2061,,"April 21, 2025",Education Loan,32982,,7.85,,employed,approved
APP00467,CUST2959,Sophia Johnson,04/01/2025,Mortgage,48147,24,,43377,Unemployed,approved
APP00318,CUST2430,Sophia Anderson,02-14-2024,Education Loan,,48,,,Student, pending 
APP00779,CUST2722,John Anderson,"October 17, 2025", Business Loan ,47234,12,,,Employed,Pending
APP00326,CUST1140,Olivia Smith,2024-04-02,Personal Loan,55911,,6.48,57159,Self-Employed,Under Review
APP00112,CUST1755,Daniel Taylor,2024-12-27, Business Loan ,23841,12,,48265,employed,Approved
APP00651,CUST2563,John Taylor,10-Apr-2025, Business Loan ,17928,36,5.07,58641,Employed, pending 
APP00356,CUST2890,Michael Brown,"August 19, 2023",Personal Loan,71376,48,,,employed, pending 
APP00147,CUST2748,,03-16-2026,personal loan,35158,48,9.39,86586,employed, pending 
APP00450,CUST1967,Michael Brown,"January 15, 2026",Education Loan,59086,,,,employed,Pending
APP00155,CUST2188,,12-24-2025,Mortgage,26522,48,12.15,,Student,Pending
APP00677,CUST1626,,07-08-2023,,,12,3.84,,employed,Under Review
APP00401,CUST2322,Daniel Taylor,"March 06, 2025",Car Loan,88996,60,10.69,,Student, pending 
APP00698,CUST1969,,08-21-2023,personal loan,,36,,, employed ,Rejected
APP00218,CUST2080,,2024/07/31,personal loan,54063,12,8.84,,employed,Rejected
APP00771,CUST1894,Emma Smith,2024-09-26,Personal Loan,27704,,12.87,,Employed,Under Review
APP00818,CUST2615,Daniel Taylor,2024-12-24,Personal Loan,,,,27975,Unemployed,Pending
APP00127,CUST2177,Daniel Taylor,2024-12-19,personal loan,,12,12.36,,,
APP00130,CUST2010,Sophia Anderson,2023-12-09,Personal Loan,,12,8.71,90068,Self-Employed,Rejected
APP00360,CUST1574,,12-02-2025,personal loan,,24,,,Self-Employed,Under Review
APP00576,CUST2389,,11-Jan-2025,Education Loan,45709,,5.46,109466, employed , pending 
APP00767,CUST2792,,09-29-2025,Personal Loan,,,,92204,Self-Employed,Under Review
APP00405,CUST1432,Daniel Anderson,22-Jun-2025,Mortgage,67976,24,8.84,119486,Unemployed,approved
APP00330,CUST1758,Olivia Taylor,06-09-2024,Mortgage,,60,8.11,,Student,Under Review
APP00797,CUST2685,Daniel Brown,02-07-2025,Personal Loan,75285,60,7.48,55300,Unemployed,Pending
APP00825,CUST2795,Daniel Brown,19/08/2024,Mortgage,,36,12.74,,,Under Review
APP00228,CUST2808,Emma Smith,"October 12, 2023",Education Loan,29434,12,9.78,, employed , pending 
APP00225,CUST1707,Michael Smith,12-15-2023,Car Loan,76763,,5.38,,,
APP00088,CUST2782,Michael Brown,03/01/2024,Education Loan,33806,24,,,Employed,Approved
APP00830,CUST2888,Emma Johnson,"December 10, 2023", Business Loan ,,12,,69397,Self-Employed,Pending
APP00605,CUST2047,Emma Johnson,2024-10-30,Education Loan,,24,,48658,Employed,
APP00361,CUST1445,Michael Taylor,01-29-2024,Car Loan,,60,,122096,, pending 
APP00517,CUST2833,Olivia Johnson,"February 02, 2024",Car Loan,75036,12,,55573, employed ,
APP00270,CUST2151,Olivia Johnson,24-Mar-2026,Car Loan,,24,,,,Pending
APP00335,CUST1538,Daniel Smith,2023-08-25,,30379,48,,,employed,Rejected
APP00158,CUST2084,Sophia Anderson,07/01/2025,Mortgage,,48,7.78,139623,Self-Employed,
APP00491,CUST2496,Emma Johnson,"August 29, 2024",personal loan,12574,,5.32,62940,,Approved
APP00860,CUST2633,,"January 02, 2024",Education Loan,,48,5.67,111512, employed ,Approved
APP00738,CUST1004,,16/08/2025,Car Loan,,36,,,,Pending
APP00039,CUST2828,John Anderson,12-Sep-2025, Business Loan ,16101,60,,24226,Self-Employed,Rejected
APP00522,CUST2373,,25-Mar-2024,,68071,60,3.52,,Unemployed,
APP00649,CUST1858,,19-Apr-2024,Mortgage,67196,24,,35534, employed , pending 
APP00385,CUST2291,Emma Taylor,2023/10/26,Personal Loan,8061,,,,Unemployed,Under Review
APP00228,CUST1992,Michael Smith,"March 18, 2025",Mortgage,,24,,89034,Self-Employed,
APP00630,CUST1403,,19-Apr-2024, Business Loan ,,24,,,employed,Approved
APP00751,CUST1734,Olivia Brown,18/12/2023,personal loan,,12,8.69,109681,,Pending
APP00514,CUST1460,John Brown,"August 07, 2023",Mortgage,80915,36,11.47,104716,,Rejected
APP00474,CUST1412,,26/07/2025,Education Loan,72185,,13.79,,,Approved
APP00094,CUST1973,,2024/07/20,personal loan,88786,36,,43858,Unemployed,
APP00515,CUST2264,,2025/02/05,Mortgage,,12,,98983,Employed,Approved
APP00793,CUST1411,Olivia Anderson,05-Aug-2025,Mortgage,,,10.49,64458,Employed,
APP00468,CUST1732,,13-Mar-2024,Education Loan,,36,,32627,Student,Approved
APP00348,CUST2831,Daniel Taylor,2024-06-25,Mortgage,94946,24,7.79,129169, employed ,approved
APP00582,CUST1618,Michael Taylor,2024/05/28,Mortgage,,48,,114744,Self-Employed, pending 
APP00753,CUST2195,John Johnson,10/03/2026,,45128,24,,,Self-Employed,Pending
APP00783,CUST2726,Olivia Brown,2023/07/15,Education Loan,,,3.77,,Student,Rejected
APP00697,CUST1017,Emma Anderson,2026/03/17,Education Loan,,48,4.14,37515, employed ,Approved
APP00009,CUST2297,Daniel Johnson,2026-02-06,personal loan,,36,3.75,98035,employed, pending 
APP00041,CUST2849,,05/09/2025, Business Loan ,,12,,, employed , pending 
APP00561,CUST2512,John Brown,2024/03/27,Car Loan,11965,36,,,Self-Employed,Rejected
APP00100,CUST2410,,02-19-2024, Business Loan ,74917,,5.57,,,Pending
APP00181,CUST1100,Emma Brown,08-17-2025, Business Loan ,59514,24,6.88,63335,Unemployed,Pending
APP00347,CUST1502,John Johnson,"November 20, 2024",personal loan,,36,,79738,employed,Approved
APP00127,CUST1393,Olivia Taylor,22/10/2024,Mortgage,,60,12.96,131908, employed ,Under Review
APP00253,CUST1848,Daniel Taylor,2025-03-12, Business Loan ,37110,36,13.98,117653,,
APP00256,CUST1100,Daniel Smith,30-Sep-2025,Education Loan,98292,,6.09,,employed,
APP00770,CUST1003,Michael Taylor,2026-02-01,personal loan,28615,24,,63322,Student,Under Review
APP00224,CUST1549,,08-Jul-2024,Education Loan,,60,,,Student,
APP00290,CUST1240,Daniel Anderson,24/09/2025,Mortgage,,,,78575,Student,Rejected
APP00303,CUST1412,Michael Anderson,11/05/2024,Car Loan,,60,6.04,,Unemployed,Pending
APP00713,CUST1912,Michael Johnson,2025-10-24,Car Loan,,,,123633,Student,Rejected
APP00052,CUST1606,John Taylor,2025-11-02,Car Loan,,24,,138112,Unemployed,Under Review
APP00228,CUST2518,,04-12-2025,Education Loan,37801,48,12.15,,,Under Review
APP00293,CUST2958,John Brown,2025-10-09, Business Loan ,,24,,,Student,approved
APP00212,CUST1973,Emma Johnson,2023-08-01,Personal Loan,,,5.2,, employed ,
APP00407,CUST1757,Michael Brown,2023/11/12,Car Loan,,12,5.71,90516,Student,Pending
APP00144,CUST2000,,02-26-2024,Personal Loan,87290,,,123912,Self-Employed,Under Review
APP00143,CUST2283,Sophia Johnson,"June 04, 2025",Mortgage,35108,36,14.89,,,Rejected
APP00696,CUST2797,John Brown,05-Aug-2024, Business Loan ,,,8.75,,Self-Employed, pending 
APP00399,CUST1728,Michael Brown,2024/05/17,Mortgage,,24,,135987, employed ,Under Review
APP00247,CUST2175,,06/11/2024,,,,,109360,Unemployed,Rejected
APP00517,CUST1964,Michael Taylor,15-Nov-2023,personal loan,,,4.53,,,Approved
APP00642,CUST2392,Sophia Brown,10-23-2025,Car Loan,,24,9.84,39277,employed,approved
APP00897,CUST1229,Emma Anderson,2023-11-12, Business Loan ,99895,48,6.37,,employed, pending 
APP00506,CUST1053,,10-05-2024,Car Loan,,60,4.72,,Employed,approved
APP00307,CUST2830,Sophia Smith,2024-02-25,Car Loan,63843,24,8.61,,Unemployed,Under Review
